index,timestamp,width,height,frame_id,filename,angle,speed
2019-10-06 22:32:07.020248889,1570401127020248889,640,480,openmv_cam,center/1570401127020248889.jpg,0.0,0.0
2019-10-06 22:32:07.052943944,1570401127052943944,640,480,openmv_cam,center/1570401127052943944.jpg,0.0,0.0
2019-10-06 22:32:07.086931943,1570401127086931943,640,480,openmv_cam,center/1570401127086931943.jpg,1.1614471751528017,0.10520354819699743
2019-10-06 22:32:07.120609045,1570401127120609045,640,480,openmv_cam,center/1570401127120609045.jpg,0.7551557758284239,0.10175396929980014
2019-10-06 22:32:07.155607938,1570401127155607938,640,480,openmv_cam,center/1570401127155607938.jpg,0.33291551419124643,0.09816897808779623
2019-10-06 22:32:07.187973976,1570401127187973976,640,480,openmv_cam,center/1570401127187973976.jpg,0.0,0.09534239023923874
2019-10-06 22:32:07.221823930,1570401127221823930,640,480,openmv_cam,center/1570401127221823930.jpg,0.0,0.09534239023923874
2019-10-06 22:32:07.255598068,1570401127255598068,640,480,openmv_cam,center/1570401127255598068.jpg,0.0,0.09493948539134733
2019-10-06 22:32:07.289350986,1570401127289350986,640,480,openmv_cam,center/1570401127289350986.jpg,0.0,0.09438703109333227
2019-10-06 22:32:07.323043107,1570401127323043107,640,480,openmv_cam,center/1570401127323043107.jpg,0.0,0.09383556985294178
2019-10-06 22:32:07.359025955,1570401127359025955,640,480,openmv_cam,center/1570401127359025955.jpg,0.0,0.09324661544957726
2019-10-06 22:32:07.391465902,1570401127391465902,640,480,openmv_cam,center/1570401127391465902.jpg,-0.02063844526165144,0.09328619634429143
2019-10-06 22:32:07.425427913,1570401127425427913,640,480,openmv_cam,center/1570401127425427913.jpg,-0.2423730340364916,0.09886015483671269
2019-10-06 22:32:07.458981990,1570401127458981990,640,480,openmv_cam,center/1570401127458981990.jpg,-0.44395578375173406,0.1038601356229662
2019-10-06 22:32:07.493099927,1570401127493099927,640,480,openmv_cam,center/1570401127493099927.jpg,-0.5134888301584914,0.105017506719008
2019-10-06 22:32:07.526546955,1570401127526546955,640,480,openmv_cam,center/1570401127526546955.jpg,-0.5816539004582923,0.10615210797986949
2019-10-06 22:32:07.560988903,1570401127560988903,640,480,openmv_cam,center/1570401127560988903.jpg,-0.6518469353377043,0.10732046452270881
2019-10-06 22:32:07.594705104,1570401127594705104,640,480,openmv_cam,center/1570401127594705104.jpg,-0.6390550559728781,0.10889934444596522
2019-10-06 22:32:07.628768920,1570401127628768920,640,480,openmv_cam,center/1570401127628768920.jpg,-0.2819327759281569,0.11233211000006298
2019-10-06 22:32:07.663115024,1570401127663115024,640,480,openmv_cam,center/1570401127663115024.jpg,-0.03369193158616275,0.11485062343498002
2019-10-06 22:32:07.696371078,1570401127696371078,640,480,openmv_cam,center/1570401127696371078.jpg,-0.024357607789654696,0.115341894127723
2019-10-06 22:32:07.730952978,1570401127730952978,640,480,openmv_cam,center/1570401127730952978.jpg,-0.01465122453046704,0.11585274651850397
2019-10-06 22:32:07.765302896,1570401127765302896,640,480,openmv_cam,center/1570401127765302896.jpg,-0.005009940899164227,0.11636017267938491
2019-10-06 22:32:07.798094034,1570401127798094034,640,480,openmv_cam,center/1570401127798094034.jpg,0.20412070587604245,0.11691008211307505
2019-10-06 22:32:07.830913066,1570401127830913066,640,480,openmv_cam,center/1570401127830913066.jpg,0.6524574436320135,0.11753877367358377
2019-10-06 22:32:07.865957975,1570401127865957975,640,480,openmv_cam,center/1570401127865957975.jpg,1.1312022807864837,0.11821010576263503
2019-10-06 22:32:07.898993968,1570401127898993968,640,480,openmv_cam,center/1570401127898993968.jpg,1.3882692677565944,0.11855900287628174
2019-10-06 22:32:07.934798002,1570401127934798002,640,480,openmv_cam,center/1570401127934798002.jpg,1.408218894425563,0.11855900287628174
2019-10-06 22:32:07.968674898,1570401127968674898,640,480,openmv_cam,center/1570401127968674898.jpg,1.427094584735382,0.11855900287628174
2019-10-06 22:32:08.002177953,1570401128002177953,640,480,openmv_cam,center/1570401128002177953.jpg,1.4399830995572558,0.11855900287628174
2019-10-06 22:32:08.036000013,1570401128036000013,640,480,openmv_cam,center/1570401128036000013.jpg,1.448407092474389,0.11855900287628174
2019-10-06 22:32:08.069958925,1570401128069958925,640,480,openmv_cam,center/1570401128069958925.jpg,1.4552431075861059,0.11855900287628174
2019-10-06 22:32:08.103286981,1570401128103286981,640,480,openmv_cam,center/1570401128103286981.jpg,1.4619521442788375,0.11855900287628174
2019-10-06 22:32:08.137451887,1570401128137451887,640,480,openmv_cam,center/1570401128137451887.jpg,1.4688295922837622,0.11855900287628174
2019-10-06 22:32:08.171217918,1570401128171217918,640,480,openmv_cam,center/1570401128171217918.jpg,1.4756268027081838,0.11855900287628174
2019-10-06 22:32:08.204603910,1570401128204603910,640,480,openmv_cam,center/1570401128204603910.jpg,1.484589314858944,0.1169607799278245
2019-10-06 22:32:08.238462924,1570401128238462924,640,480,openmv_cam,center/1570401128238462924.jpg,1.4812154217812512,0.11597879976034164
2019-10-06 22:32:08.272337913,1570401128272337913,640,480,openmv_cam,center/1570401128272337913.jpg,1.4714213468661326,0.11597879976034164
2019-10-06 22:32:08.306608915,1570401128306608915,640,480,openmv_cam,center/1570401128306608915.jpg,1.4615127694125956,0.11597879976034164
2019-10-06 22:32:08.341135025,1570401128341135025,640,480,openmv_cam,center/1570401128341135025.jpg,1.451530398144706,0.11597879976034164
2019-10-06 22:32:08.380198001,1570401128380198001,640,480,openmv_cam,center/1570401128380198001.jpg,1.4402363917874086,0.11597879976034164
2019-10-06 22:32:08.410041093,1570401128410041093,640,480,openmv_cam,center/1570401128410041093.jpg,1.415021238685216,0.11597879976034164
2019-10-06 22:32:08.443623065,1570401128443623065,640,480,openmv_cam,center/1570401128443623065.jpg,1.3799434061883673,0.11597879976034164
